,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
708,22244,15.07999992,5.449999809,4.099999905,5.53000021,0.0,66,72,268,968,2670
709,5472,3.619999886,0.079999998,0.280000001,3.25999999,0.0,1,7,249,508,1882
710,8247,5.449999809,0.790000021,0.860000014,3.789999962,0.0,11,16,206,678,1944
712,10999,7.269999981,0.680000007,1.809999943,4.78000021,0.0,11,43,269,1011,2198
713,10080,6.75,1.850000024,1.529999971,3.380000114,0.0,23,26,208,761,2048
714,7804,5.159999847,0.560000002,1.679999948,2.920000076,0.0,9,27,206,781,1946
715,16901,11.36999989,2.779999971,1.450000048,7.150000095,0.0,32,35,360,591,2629
717,9482,6.380000114,1.269999981,0.519999981,4.599999905,0.0,15,11,277,653,2095
719,11423,7.579999924,1.860000014,0.400000006,5.320000172,0.0,26,9,295,623,2194
722,8796,5.909999847,0.109999999,0.930000007,4.880000114,0.0,2,21,356,1061,1982
726,9685,6.650000095,3.109999895,0.02,3.50999999,0.01,47,1,305,1087,2148
728,7762,5.239999771,0.07,0.280000001,4.889999866,0.0,1,6,311,1122,1890
730,9202,6.300000191,1.50999999,0.119999997,4.659999847,0.01,22,5,378,1035,2094
731,8859,5.980000019,0.129999995,0.370000005,5.46999979,0.01,2,10,371,1057,1970
733,9317,6.349999905,2.089999914,0.230000004,4.019999981,0.01,28,5,330,1077,2021
734,6873,4.679999828,3.0,0.059999999,1.620000005,0.0,46,1,190,1203,1898
736,8242,5.539999962,0.119999997,0.180000007,5.239999771,0.0,2,5,309,1124,1882
738,7913,5.409999847,2.160000086,0.340000004,2.910000086,0.0,28,7,213,1192,1835
739,7365,4.949999809,1.360000014,1.409999967,2.180000067,0.0,20,23,206,1191,1780
740,8452,5.679999828,0.330000013,1.080000043,4.260000229,0.01,5,20,248,1167,1830
741,7399,4.96999979,0.49000001,1.039999962,3.440000057,0.0,7,18,196,1219,1739
743,7412,4.980000019,0.059999999,0.25,4.659999847,0.01,1,6,363,1070,1906
745,8314,5.610000134,0.779999971,0.800000012,4.03000021,0.0,13,23,311,1093,1971
747,4940,3.380000114,2.279999971,0.550000012,0.550000012,0.0,75,11,52,1302,1897
754,9715,6.630000114,0.99000001,0.340000004,5.269999981,0.02,16,8,371,1045,2093
755,8844,6.03000021,0.340000004,1.029999971,4.650000095,0.01,6,25,370,1039,2065
758,8199,5.880000114,1.409999967,0.100000001,4.360000134,0.01,11,2,322,1105,1964
759,6798,4.639999866,1.080000043,0.200000003,3.349999905,0.0,20,7,343,1070,2014
761,4880,3.329999924,0.839999974,0.090000004,2.380000114,0.02,15,3,274,1148,1867
762,8857,6.070000172,1.149999976,0.25999999,4.639999866,0.01,18,9,376,1037,2124
764,7396,5.070000172,1.399999976,0.079999998,3.579999924,0.0,20,2,303,1115,1995
765,6731,4.590000153,0.889999986,0.189999998,3.49000001,0.02,14,7,292,1127,1921
767,8283,5.789999962,1.850000024,0.050000001,3.869999886,0.01,22,2,333,1083,2057
768,7904,5.420000076,1.580000043,0.629999995,3.190000057,0.01,24,13,346,1057,2095
771,5250,3.579999924,1.059999943,0.090000004,2.420000076,0.01,17,4,300,1119,1946
773,8856,5.980000019,3.059999943,0.910000026,2.00999999,0.0,44,19,131,777,1450
774,10035,6.710000038,2.029999971,2.130000114,2.549999952,0.0,31,46,153,754,1495
775,7641,5.110000134,0.319999993,0.970000029,3.819999933,0.0,5,23,214,801,1433
776,9010,6.059999943,1.049999952,1.75,3.25999999,0.0,15,42,183,644,1468
777,13459,9.0,2.029999971,4.0,2.970000029,0.0,31,83,153,663,1625
778,10415,6.96999979,0.699999988,2.349999905,3.920000076,0.0,11,58,205,600,1529
779,11663,7.800000191,0.25,3.730000019,3.819999933,0.0,4,95,214,605,1584
780,12414,8.779999733,2.24000001,2.450000048,3.960000038,0.0,19,67,221,738,1638
781,11658,7.829999924,0.200000003,4.349999905,3.279999971,0.0,2,98,164,845,1554
783,8911,5.960000038,2.329999924,0.579999983,3.059999943,0.0,33,12,188,731,1481
785,14112,10.0,3.269999981,4.559999943,2.170000076,0.0,30,95,129,660,1655
786,11177,8.479999542,5.619999886,0.430000007,2.410000086,0.0,50,9,133,781,1570
787,11388,7.619999886,0.449999988,4.21999979,2.950000048,0.0,7,95,170,797,1551
789,7114,4.880000114,1.370000005,0.289999992,3.220000029,0.0,15,8,190,804,1407
790,10645,7.75,3.74000001,1.299999952,2.710000038,0.0,36,32,150,744,1545
791,13238,9.199999809,3.690000057,2.099999905,3.410000086,0.0,43,52,194,687,1650
792,10414,7.070000172,2.670000076,1.980000019,2.410000086,0.0,41,40,124,691,1501
793,16520,11.05000019,1.539999962,6.480000019,3.019999981,0.0,24,143,176,713,1760
794,14335,9.590000153,3.319999933,1.74000001,4.53000021,0.0,47,41,258,594,1710
795,13559,9.43999958,1.809999943,4.579999924,2.890000105,0.0,14,96,142,852,1628
796,12312,8.579999924,1.75999999,4.110000134,2.710000038,0.0,14,88,178,680,1618
797,11677,8.279999733,3.109999895,2.50999999,2.670000076,0.0,29,55,168,676,1590
799,13585,9.090000153,0.680000007,5.239999771,3.170000076,0.0,9,116,171,688,1633
800,14687,10.07999992,0.769999981,5.599999905,3.549999952,0.0,8,122,151,1159,1667
801,13072,8.779999733,0.07,5.400000095,3.309999943,0.0,1,115,196,676,1630
803,8539,6.119999886,0.150000006,0.239999995,5.679999828,0.0,4,15,331,712,3654
806,1882,1.350000024,0.209999993,0.360000014,0.769999981,0.0,36,18,87,1299,2951
807,1982,1.419999957,0.449999988,0.370000005,0.589999974,0.0,65,21,55,1222,3051
825,10252,7.349999905,0.670000017,1.039999962,5.579999924,0.0,13,46,346,531,3879
826,11728,8.430000305,2.619999886,1.679999948,4.039999962,0.07,38,42,196,916,3429
830,4556,3.269999981,0.200000003,0.119999997,2.940000057,0.0,3,5,173,1225,2785
832,3689,2.650000095,0.109999999,0.170000002,2.329999924,0.0,2,8,134,1296,2645
837,3984,2.950000048,0.209999993,0.25999999,2.440000057,0.0,3,6,88,873,1527
839,8204,5.5,0.529999971,0.589999974,1.309999943,0.0,8,15,96,1234,2135
840,10210,6.880000114,0.109999999,0.330000013,6.440000057,0.0,1,9,339,589,2302
844,2276,1.549999952,0.07,0.330000013,1.120000005,0.0,1,9,58,824,1632
848,4500,3.019999981,0.059999999,0.810000002,2.150000095,0.0,1,19,176,709,1886
850,4081,2.74000001,0.059999999,0.200000003,2.470000029,0.0,1,5,191,692,1880
852,9899,6.639999866,0.569999993,0.920000017,5.150000095,0.0,8,21,288,649,2236
853,10780,7.230000019,0.409999996,1.919999957,4.909999847,0.0,6,47,300,680,2324
854,10817,7.28000021,1.00999999,0.330000013,5.940000057,0.0,13,8,359,552,2367
855,7990,5.360000134,0.449999988,0.790000021,4.119999886,0.0,6,18,289,624,2175
856,8221,5.519999981,0.400000006,1.610000014,3.50999999,0.0,6,38,196,695,2092
859,9648,6.46999979,0.579999983,1.070000052,4.829999924,0.0,8,26,287,669,2235
860,10429,7.019999981,0.589999974,0.579999983,5.849999905,0.0,8,13,313,1106,2282
861,13658,9.489999771,2.630000114,1.409999967,5.449999809,0.0,27,34,328,957,2530
862,9524,6.420000076,0.409999996,0.469999999,5.460000038,0.0,6,11,314,692,2266
863,7937,5.329999924,0.189999998,1.049999952,4.079999924,0.0,3,28,279,586,2158
865,10378,6.960000038,0.140000001,0.560000002,6.25,0.0,2,14,374,490,2345
866,9487,6.369999886,0.209999993,0.460000008,5.699999809,0.0,3,12,329,555,2260
867,9129,6.130000114,0.200000003,0.74000001,5.179999828,0.0,3,18,311,574,2232
870,10993,8.449999809,0.059999999,0.629999995,3.880000114,0.0,1,14,150,1275,3092
871,8863,6.820000172,0.129999995,1.070000052,5.619999886,0.0,10,35,219,945,2998
873,6580,5.059999943,0.209999993,0.400000006,4.449999809,0.0,6,9,253,609,3073
875,11009,9.100000381,3.559999943,0.400000006,5.139999866,0.0,27,8,239,1017,3274
876,10181,7.829999924,1.370000005,0.689999998,5.769999981,0.0,20,16,249,704,3015
877,10553,8.119999886,1.100000024,1.720000029,5.289999962,0.0,19,42,228,696,3083
878,10055,7.730000019,0.370000005,0.389999986,6.980000019,0.0,7,12,272,853,3069
879,12139,9.340000153,3.299999952,1.110000014,4.920000076,0.0,77,25,220,945,3544
880,13236,10.18000031,4.5,0.319999993,5.349999905,0.0,58,5,215,749,3306
881,10243,7.880000114,1.080000043,0.50999999,6.300000191,0.0,14,8,239,584,2885
882,12961,9.970000267,0.730000019,1.399999976,7.840000153,0.0,11,31,301,1054,3288
883,9461,7.28000021,0.939999998,1.059999943,5.269999981,0.0,14,23,224,673,2929
884,11193,8.609999657,0.699999988,2.50999999,5.389999866,0.0,11,48,241,684,3074
885,10074,7.75,1.289999962,0.430000007,6.03000021,0.0,19,9,234,878,2969
886,9232,7.099999905,0.800000012,0.889999986,5.420000076,0.0,13,16,236,1175,2979
887,12533,9.640000343,0.699999988,2.0,6.940000057,0.0,14,43,300,537,3283
888,10255,7.889999866,1.00999999,0.680000007,6.199999809,0.0,12,15,241,579,2926
889,10096,8.399999619,3.769999981,0.079999998,4.550000191,0.0,33,4,204,935,3147
890,12727,9.789999962,1.129999995,0.779999971,7.880000114,0.0,18,18,306,984,3290
891,12375,9.520000458,2.789999962,0.930000007,5.800000191,0.0,35,21,251,632,3162
892,9603,7.380000114,0.629999995,1.669999957,5.090000153,0.0,12,39,199,896,2899
893,13175,10.13000011,2.109999895,2.089999914,5.929999828,0.0,33,45,262,1100,3425
894,22770,17.54000092,9.449999809,2.769999981,5.329999924,0.0,120,56,260,508,4022
895,17298,14.38000011,9.890000343,1.25999999,3.230000019,0.0,107,38,178,576,3934
896,10218,7.860000134,0.340000004,0.730000019,6.789999962,0.0,6,19,258,1020,3013
897,10299,7.920000076,0.810000002,0.649999976,6.460000038,0.0,13,14,267,648,3061
898,10201,7.840000153,0.529999971,0.790000021,6.53000021,0.0,8,18,256,858,2954
906,6155,4.239999771,2.0,0.289999992,1.950000048,0.0,25,6,162,1247,2248
914,6326,4.409999847,2.410000086,0.039999999,1.960000038,0.0,29,1,180,839,2291
915,7243,5.03000021,2.619999886,0.029999999,2.380000114,0.0,32,1,194,839,2361
920,6910,4.75,2.210000038,0.189999998,2.349999905,0.0,27,4,200,667,2336
921,7502,5.179999828,2.480000019,0.109999999,2.579999924,0.0,30,2,233,725,2421
923,3800,2.549999952,0.119999997,0.239999995,2.180000067,0.0,2,6,185,734,2120
925,5183,3.589999914,2.130000114,0.189999998,1.25,0.0,26,4,108,866,2123
929,9105,6.110000134,2.25,1.0,2.859999895,0.0,34,22,232,622,2499
932,4978,3.289999962,1.24000001,0.439999998,1.610000014,0.0,19,7,127,1287,1722
934,7795,5.150000095,0.589999974,0.839999974,3.730000019,0.0,17,30,262,1131,2121
935,7289,4.820000172,0.550000012,0.75,3.5,0.0,8,12,308,1112,1997
936,9634,6.400000095,0.550000012,1.139999986,4.710000038,0.0,7,19,304,1110,2117
937,8940,5.909999847,0.980000019,0.930000007,4.0,0.0,14,15,331,1080,2116
938,5401,3.569999933,0.050000001,0.360000014,3.160000086,0.0,1,9,248,1182,1876
940,13743,9.079999924,0.419999987,0.970000029,7.699999809,0.0,6,21,432,844,2486
941,9601,6.349999905,1.370000005,1.5,3.470000029,0.0,20,25,273,1122,2094
942,6890,4.550000191,0.340000004,0.200000003,4.010000229,0.0,5,5,308,1122,2085
944,8095,5.349999905,0.589999974,0.25,4.510000229,0.0,18,10,340,993,2225
945,9148,6.050000191,0.430000007,2.029999971,3.589999914,0.0,12,41,283,1062,2223
946,9557,6.320000172,1.960000038,0.889999986,3.460000038,0.0,27,14,312,1087,2098
947,9451,6.25,0.02,0.270000011,5.949999809,0.0,1,11,367,985,2185
948,7833,5.179999828,1.019999981,1.850000024,2.309999943,0.0,15,29,197,1096,1918
949,10319,6.820000172,0.469999999,1.889999986,4.460000038,0.0,7,29,293,1111,2105
952,5267,3.480000019,0.600000024,0.280000001,2.599999905,0.0,21,10,237,1172,1953
954,10611,7.010000229,1.00999999,0.5,5.510000229,0.0,14,8,370,1048,2262
956,8237,5.440000057,1.610000014,1.0,2.829999924,0.0,23,16,233,1116,1973
957,6543,4.329999924,1.799999952,0.5,2.019999981,0.0,66,35,238,1019,2666
958,11451,7.570000172,0.430000007,1.620000005,5.519999981,0.0,6,30,339,1065,2223
959,6435,4.25,0.74000001,1.120000005,2.390000105,0.0,11,18,220,1191,1889
960,9108,6.019999981,0.25999999,1.820000052,3.940000057,0.0,4,31,324,1081,2131
965,6506,5.28000021,0.07,0.419999987,4.789999962,0.0,1,8,256,944,2896
966,11140,9.029999733,0.239999995,1.25,7.539999962,0.0,3,24,335,556,3328
967,12692,10.28999996,0.959999979,3.460000038,5.880000114,0.0,12,66,302,437,3394
968,9105,7.380000114,1.820000052,1.49000001,4.070000172,0.0,22,30,191,890,3013
969,6708,5.440000057,0.879999995,0.370000005,4.190000057,0.0,10,8,179,757,2812
970,8793,7.130000114,0.159999996,1.230000019,5.730000019,0.0,2,29,260,717,3061
971,6530,5.300000191,0.310000002,2.049999952,2.940000057,0.0,4,41,144,901,2729
973,15126,12.27000046,0.75999999,3.24000001,8.270000458,0.0,9,66,408,469,3691
974,15050,12.22000027,1.200000048,5.119999886,5.880000114,0.0,15,95,281,542,3538
975,9167,7.429999828,0.49000001,0.819999993,6.110000134,0.0,6,15,270,730,3064
976,6108,4.949999809,0.07,0.349999994,4.539999962,0.0,1,8,216,765,2784
977,7047,5.71999979,0.090000004,0.800000012,4.78000021,0.0,1,16,238,733,2908
978,9023,7.320000172,1.129999995,0.419999987,5.769999981,0.0,14,9,232,738,3033
979,9930,8.050000191,1.059999943,0.920000017,6.070000172,0.0,12,19,267,692,3165
980,10144,8.229999542,0.319999993,2.029999971,5.880000114,0.0,4,36,263,728,3115
982,7245,5.920000076,0.379999995,1.74000001,3.75999999,0.0,5,40,195,1131,2859
984,8161,6.619999886,0.340000004,0.730000019,5.539999962,0.0,4,15,251,757,3004
985,8614,6.989999771,0.670000017,0.219999999,6.090000153,0.0,8,5,241,745,3006
986,6943,5.630000114,0.079999998,0.660000026,4.869999886,0.0,1,16,207,682,2859
987,14370,11.64999962,0.370000005,2.309999943,8.970000267,0.0,5,46,439,577,3683
988,12857,10.43000031,0.680000007,6.210000038,3.539999962,0.0,9,125,192,1019,3287
990,10613,8.609999657,0.079999998,1.879999995,6.650000095,0.0,1,37,262,701,3172
991,9810,7.960000038,0.779999971,2.160000086,4.980000019,0.0,10,41,235,784,3069
993,11596,7.570000172,1.370000005,0.790000021,5.409999847,0.0,19,13,277,767,2026
995,17022,11.11999989,4.0,2.450000048,4.670000076,0.0,61,41,256,693,2324
996,16556,10.85999966,4.159999847,1.980000019,4.710000038,0.0,58,38,239,689,2254
1000,15482,10.10999966,4.28000021,1.659999967,4.179999828,0.0,69,28,249,756,2284
1002,12346,8.06000042,2.950000048,2.160000086,2.960000038,0.0,47,42,177,801,2066
1003,11682,7.630000114,1.379999995,0.629999995,5.599999905,0.0,25,16,270,781,2105
1006,10946,7.190000057,2.930000067,0.569999993,3.690000057,0.0,51,11,201,732,2033
1007,11886,7.760000229,2.369999886,0.930000007,4.460000038,0.0,40,18,238,750,2093
1008,10538,6.880000114,1.139999986,1.0,4.739999771,0.0,16,16,206,745,1922
1009,11393,7.630000114,3.710000038,0.75,3.170000076,0.0,49,13,165,727,1999
1010,12764,8.329999924,2.789999962,0.639999986,4.909999847,0.0,46,15,270,709,2169
1013,9769,6.380000114,1.059999943,0.409999996,4.900000095,0.0,23,9,227,724,1996
1014,12848,8.390000343,1.5,1.200000048,5.679999828,0.0,26,29,247,812,2116
1016,14331,9.510000229,3.430000067,1.659999967,4.429999828,0.0,44,29,241,692,2156
1017,9632,6.289999962,1.519999981,0.540000021,4.230000019,0.0,21,9,229,761,1916
1019,6083,4.0,0.219999999,0.469999999,3.299999952,0.0,3,8,210,505,1762
1020,11611,7.579999924,2.130000114,0.889999986,4.559999943,0.0,59,22,251,667,2272
1021,16358,10.71000004,3.869999886,1.610000014,5.199999809,0.0,61,40,265,707,2335
1023,3121,2.039999962,0.579999983,0.400000006,1.059999943,0.0,8,6,48,222,741
1024,8135,6.079999924,3.599999905,0.379999995,2.099999905,0.0,86,16,140,728,3405
1025,5077,3.789999962,0.319999993,0.219999999,3.25,0.0,15,11,144,776,2551
1026,8596,6.420000076,3.329999924,0.310000002,2.779999971,0.0,118,30,176,662,4022
1027,12087,9.079999924,3.920000076,1.600000024,3.559999943,0.0,115,54,199,695,4005
1028,14269,10.65999985,6.639999866,1.279999971,2.730000019,0.0,184,56,158,472,4274
1029,12231,9.140000343,5.980000019,0.829999983,2.319999933,0.0,200,37,159,525,4552
1030,9893,7.389999866,4.860000134,0.720000029,1.820000052,0.0,114,32,130,623,3625
1031,12574,9.420000076,7.019999981,0.639999986,1.75999999,0.0,108,23,111,733,3501
1032,8330,6.21999979,4.119999886,0.340000004,1.75999999,0.0,87,16,113,773,3192
1033,10830,8.090000153,3.650000095,1.659999967,2.779999971,0.0,110,74,175,670,4018
1034,9172,6.849999905,2.420000076,0.790000021,3.299999952,0.0,62,30,200,823,3329
1035,7638,5.710000038,1.210000038,0.360000014,4.139999866,0.0,24,24,223,627,3152
1036,15764,11.77999973,7.650000095,2.150000095,1.980000019,0.0,210,65,141,425,4392
1037,6393,4.78000021,1.350000024,0.670000017,2.75999999,0.0,61,38,214,743,3374
1038,5325,3.980000019,0.850000024,0.649999976,2.470000029,0.0,38,32,181,759,3088
1039,6805,5.139999866,1.809999943,0.400000006,2.930000067,0.0,63,16,190,773,3294
1040,9841,7.429999828,3.25,1.169999957,3.00999999,0.0,99,51,141,692,3580
1041,7924,5.920000076,2.839999914,0.610000014,2.470000029,0.0,97,36,165,739,3544
1042,12363,9.239999771,5.829999924,0.790000021,2.609999895,0.0,207,45,163,621,4501
1043,13368,9.989999771,5.309999943,1.440000057,3.24000001,0.0,194,72,178,499,4546
1044,7439,5.559999943,1.120000005,0.349999994,4.070000172,0.0,37,20,235,732,3014
1045,11045,8.25,4.519999981,0.150000006,3.569999933,0.0,97,8,212,580,3795
1046,5206,3.890000105,1.559999943,0.25,2.079999924,0.0,25,9,141,631,2755
1047,7550,5.639999866,2.5,0.469999999,2.670000076,0.0,45,21,143,1153,3004
1048,4950,3.700000048,1.929999948,0.319999993,1.450000048,0.0,41,16,79,1304,2643
1051,3421,2.559999943,1.429999948,0.140000001,0.99000001,0.0,34,11,70,1099,2489
1052,8869,6.650000095,2.559999943,0.75,3.349999905,0.0,104,37,194,639,3841
1053,4038,3.039999962,1.830000043,0.300000012,0.889999986,0.0,45,15,63,257,1665
1058,14450,10.90999985,0.579999983,0.850000024,9.479999542,0.0,7,15,518,502,2828
1062,10449,8.020000458,2.029999971,0.479999989,5.519999981,0.0,26,10,349,587,2536
1063,19542,15.01000023,0.980000019,0.400000006,5.619999886,0.0,11,19,294,579,4900
1087,7851,5.940000057,1.139999986,0.790000021,4.0,0.0,31,12,225,1172,3171
1095,7802,5.900000095,0.680000007,0.180000007,5.03000021,0.01,8,3,249,1180,2771
1101,9837,7.440000057,0.660000026,2.75,4.0,0.02,8,95,282,1055,3327
1112,4053,2.910000086,1.110000014,0.579999983,1.220000029,0.0,17,18,85,1053,2400
1113,5162,3.700000048,0.870000005,0.860000014,1.970000029,0.0,14,24,105,863,2507
1115,4732,3.390000105,2.519999981,0.810000002,0.059999999,0.0,36,18,9,1377,2225
1116,2497,1.789999962,0.349999994,1.129999995,0.310000002,0.0,5,24,19,1392,2067
1117,8294,5.949999809,2.0,0.769999981,3.170000076,0.0,30,31,146,1233,2798
1119,10771,7.71999979,3.769999981,1.74000001,2.220000029,0.0,70,113,178,1079,3727
1123,2153,1.539999962,0.769999981,0.620000005,0.150000006,0.0,11,18,11,1400,2053
1124,6474,4.639999866,2.269999981,0.460000008,1.899999976,0.0,33,13,92,1302,2484
1125,7091,5.269999981,3.480000019,0.870000005,0.730000019,0.0,42,30,47,1321,2584
1127,703,0.5,0.059999999,0.200000003,0.239999995,0.0,2,13,15,1410,1993
1129,2503,1.789999962,0.159999996,0.159999996,1.480000019,0.0,3,9,84,1344,2280
1130,2487,1.779999971,0.479999989,0.620000005,0.680000007,0.0,9,34,50,1347,2319
1135,4697,3.369999886,0.469999999,0.930000007,1.929999948,0.0,12,35,75,1318,2496
1136,1967,1.409999967,0.129999995,0.239999995,1.049999952,0.0,2,5,49,551,1032
1137,10199,6.739999771,3.400000095,0.829999983,2.50999999,0.0,50,14,189,796,1994
1138,5652,3.74000001,0.569999993,1.210000038,1.960000038,0.0,8,24,142,548,1718
1141,13217,8.739999771,3.660000086,0.189999998,4.880000114,0.0,50,3,280,741,2173
1142,10145,6.710000038,0.330000013,0.680000007,5.690000057,0.0,5,13,295,634,2027
1143,11404,7.539999962,0.829999983,2.390000105,4.320000172,0.0,13,42,238,689,2039
1144,10742,7.099999905,2.099999905,2.130000114,2.869999886,0.0,35,41,195,659,2046
1145,13928,9.550000191,4.28000021,0.189999998,5.090000153,0.0,48,4,297,639,2174
1146,11835,9.710000038,3.99000001,2.099999905,3.50999999,0.109999999,53,27,214,708,2179
1147,10725,7.090000153,1.769999981,1.549999952,3.769999981,0.0,30,33,240,659,2086
1148,20031,13.23999977,4.199999809,2.0,7.039999962,0.0,58,41,347,484,2571
1150,13239,9.270000458,3.019999981,1.679999948,4.460000038,0.100000001,35,31,282,637,2194
1151,10433,6.900000095,2.579999924,0.419999987,3.900000095,0.0,36,7,254,680,2012
1152,10320,6.820000172,0.550000012,2.019999981,4.25,0.0,7,38,279,697,2034
1153,12627,8.350000381,2.50999999,0.239999995,5.590000153,0.0,38,8,288,621,2182
1154,10762,7.110000134,0.819999993,0.479999989,5.809999943,0.0,12,15,369,645,2254
1155,10081,6.659999847,2.24000001,0.75999999,3.670000076,0.0,32,16,237,731,2002
1157,12912,8.539999962,1.200000048,2.0,5.340000153,0.0,18,39,313,655,2162
1158,12109,8.119999886,1.74000001,2.039999962,4.329999924,0.0,21,36,267,654,2072
1159,10147,6.710000038,0.469999999,1.679999948,4.550000191,0.0,15,36,284,683,2086
1160,10524,6.960000038,0.99000001,1.159999967,4.809999943,0.0,14,22,305,591,2066
1164,12342,8.720000267,3.900000095,1.179999948,3.650000095,0.0,43,21,231,607,2105
1165,15448,10.21000004,3.470000029,1.75,4.989999771,0.0,62,34,275,626,2361
1166,6722,4.440000057,1.49000001,0.310000002,2.650000095,0.0,24,7,199,709,1855
1168,14172,10.28999996,4.5,0.379999995,5.409999847,0.0,53,8,355,1024,2937
1169,12862,9.649999619,4.610000134,0.560000002,4.480000019,0.0,56,22,261,1101,2742
1170,11179,8.239999771,2.950000048,0.340000004,4.960000038,0.0,34,6,304,1096,2668
1174,14816,10.97999954,3.789999962,2.119999886,5.050000191,0.02,48,31,284,1077,2832
1175,14194,10.47999954,4.409999847,0.75999999,5.309999943,0.0,53,17,304,1066,2812
1176,15566,11.31000042,4.789999962,0.670000017,5.860000134,0.0,60,33,347,1000,3096
1177,13744,9.18999958,2.150000095,1.870000005,5.170000076,0.0,30,34,327,1049,2763
1178,15299,10.23999977,4.099999905,1.75999999,4.369999886,0.0,64,50,261,1065,2889
1179,8093,5.409999847,0.129999995,1.129999995,4.150000095,0.0,2,25,223,1190,2284
1181,18229,13.34000015,4.309999943,1.370000005,7.670000076,0.0,51,24,379,986,3055
1182,15090,10.10000038,0.930000007,0.939999998,8.229999542,0.0,16,22,424,978,2939
1183,13541,10.22000027,4.269999981,0.660000026,5.289999962,0.0,50,12,337,1041,2830
1184,15128,10.11999989,1.090000033,0.769999981,8.260000229,0.0,16,16,401,1007,2836
1185,20067,14.30000019,4.309999943,2.049999952,7.949999809,0.0,55,42,382,961,3180
1188,13041,9.180000305,4.639999866,0.699999988,3.829999924,0.0,64,14,250,1112,2642
1189,14510,10.86999989,4.480000019,1.019999981,5.360000134,0.0,58,31,330,1021,2976
1191,15010,11.10000038,4.329999924,1.289999962,5.480000019,0.0,53,23,317,1047,2933
1192,11459,7.670000076,3.0,0.810000002,3.859999895,0.0,44,13,247,1136,2553
1194,11317,8.409999847,5.269999981,0.150000006,2.970000029,0.0,59,6,153,745,2772
1195,5813,3.619999886,0.560000002,0.209999993,2.839999914,0.0,31,26,155,744,2516
1196,9123,6.119999886,2.029999971,0.330000013,3.660000086,0.0,35,32,189,787,2734
1197,8585,5.670000076,2.039999962,1.110000014,2.529999971,0.0,30,21,139,864,2395
1200,9827,6.710000038,3.170000076,1.220000029,2.309999943,0.0,61,51,114,1136,2743
1201,10688,7.289999962,3.529999971,1.230000019,2.50999999,0.0,67,69,124,671,2944
1202,14365,10.64000034,7.639999866,0.449999988,2.539999962,0.0,87,13,145,797,2997
1203,9469,6.179999828,1.360000014,0.300000012,4.510000229,0.0,19,6,206,758,2463
1204,9753,6.53000021,2.869999886,0.970000029,2.670000076,0.0,58,59,153,762,2846
1207,10091,6.820000172,3.75,0.699999988,2.369999886,0.0,69,39,129,706,2752
1208,10387,7.070000172,4.159999847,0.769999981,2.119999886,0.0,70,33,132,726,2781
1209,11107,8.340000153,5.630000114,0.180000007,2.529999971,0.0,55,6,145,829,2693
1210,11584,7.800000191,2.789999962,1.639999986,3.359999895,0.0,54,48,161,810,2862
1211,7881,4.949999809,0.49000001,0.449999988,4.0,0.0,24,36,182,1198,2616
1212,14560,9.409999847,3.119999886,1.039999962,5.239999771,0.0,42,17,308,584,2995
1213,12390,8.069999695,2.299999952,0.899999976,4.849999905,0.0,30,15,258,685,2730
1214,10052,6.809999943,3.480000019,0.660000026,2.660000086,0.0,66,26,139,737,2754
1215,10288,6.760000229,2.74000001,0.850000024,3.160000086,0.0,57,36,152,761,2754
1216,10988,8.31000042,5.28000021,0.119999997,2.900000095,0.0,45,12,135,843,2655
1217,8564,5.599999905,1.779999971,0.829999983,2.950000048,0.0,24,14,149,1253,2386
1218,12461,8.380000114,3.819999933,1.429999948,3.119999886,0.0,84,35,154,834,2924
1219,12827,8.479999542,1.460000038,2.329999924,4.679999828,0.0,20,42,209,621,2739
1220,10677,7.099999905,2.309999943,1.529999971,3.25,0.0,32,27,147,695,2534
1221,13566,9.109999657,4.260000229,1.710000038,3.119999886,0.0,67,50,171,743,2960
1222,14433,10.78999996,7.110000134,1.200000048,2.450000048,0.0,72,23,106,1182,2800
1223,9572,6.519999981,2.890000105,1.389999986,2.230000019,0.0,57,40,128,757,2735
1224,3789,2.559999943,0.379999995,0.270000011,1.889999986,0.0,5,4,58,343,1199
1225,18060,14.11999989,11.64000034,0.389999986,2.099999905,0.0,116,8,123,1193,3186
1226,16433,13.35000038,10.43000031,0.469999999,2.450000048,0.0,95,12,156,1177,3140
1227,20159,15.97000027,12.34000015,0.209999993,3.359999895,0.0,119,5,193,1123,3411
1228,20669,16.23999977,13.26000023,0.389999986,2.589999914,0.0,132,8,158,1142,3410
1229,14549,11.10999966,9.359999657,0.270000011,1.49000001,0.0,96,6,83,1255,2867
1230,18827,13.68999958,9.239999771,0.800000012,3.640000105,0.0,111,21,195,1113,3213
1231,17076,12.65999985,9.079999924,0.230000004,3.349999905,0.0,102,6,195,1137,3133
1232,15929,12.47999954,9.220000267,0.310000002,2.950000048,0.0,90,7,191,1152,3114
1233,15108,12.18999958,9.579999924,0.230000004,2.380000114,0.0,89,5,158,695,3043
1234,16057,12.51000023,9.670000076,0.25,2.579999924,0.0,100,6,170,1164,3103
1235,10520,8.289999962,6.260000229,0.150000006,1.879999995,0.0,60,3,117,1260,2655
